File_Path,Method_Name,start_line,end_line,is_Long_Method,CC,lloc,scloc,comments,calculated_length,volume,difficulty,effort,time,bugs
/home/karthikpk/project-workspace/workspace/target-repos/django/django/db/migrations/autodetector.py,generate_altered_managers,1652,1666,0,8,7,15,0,3,3.0,1.0,3.0,0.16666666666666666,0.001
/home/karthikpk/project-workspace/workspace/target-repos/numpy/benchmarks/benchmarks/bench_lib.py,setup,68,74,0,2,5,5,2,6,15.509775004326936,1.0,15.509775004326936,0.861654166907052,0.005169925001442312
/home/karthikpk/project-workspace/workspace/target-repos/numpy/numpy/distutils/fcompiler/pg.py,get_flags_debug,108,109,0,2,2,2,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/numpy/numpy/polynomial/polyutils.py,_fit,599,684,1,21,60,58,9,104,589.9322355650356,13.054054054054054,7701.0072912949245,427.8337384052736,0.19664407852167853
/home/karthikpk/project-workspace/workspace/target-repos/django/django/db/migrations/autodetector.py,_get_dependencies_for_foreign_key,1399,1431,0,8,21,32,1,6,15.509775004326936,1.0,15.509775004326936,0.861654166907052,0.005169925001442312
/home/karthikpk/project-workspace/workspace/target-repos/click/examples/completion/completion.py,select_user,52,53,0,1,2,2,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/numpy/pavement.py,tarball_name,67,81,0,3,8,7,0,12,36.0,1.3333333333333333,48.0,2.6666666666666665,0.012
/home/karthikpk/project-workspace/workspace/target-repos/numpy/numpy/core/code_generators/genapi.py,check_api_dict,469,500,0,9,22,23,6,14,51.80615605397529,2.0,103.61231210795059,5.75623956155281,0.01726871868465843
/home/karthikpk/project-workspace/workspace/target-repos/django/django/db/backends/oracle/operations.py,regex_lookup,377,382,0,4,6,6,0,6,15.509775004326936,1.0,15.509775004326936,0.861654166907052,0.005169925001442312
/home/karthikpk/project-workspace/workspace/target-repos/numpy/numpy/linalg/tests/test_linalg.py,test_types,1100,1103,0,2,4,4,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/django/django/db/models/fields/files.py,__set__,220,221,0,7,2,2,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/numpy/numpy/core/tests/test_overrides.py,__init__,557,558,0,4,2,2,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/numpy/numpy/lib/function_base.py,_digitize_dispatcher,5621,5622,0,1,2,2,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/numpy/numpy/core/code_generators/generate_umath.py,indent,1135,1140,0,1,5,5,1,9,25.26619429851844,1.2,30.319433158222125,1.6844129532345624,0.008422064766172813
/home/karthikpk/project-workspace/workspace/target-repos/numpy/numpy/core/tests/test_multiarray.py,test_matmul_out,3316,3326,0,3,11,10,1,8,20.67970000576925,1.25,25.84962500721156,1.43609027817842,0.006893233335256416
/home/karthikpk/project-workspace/workspace/target-repos/numpy/numpy/f2py/f2py2e.py,run_compile,581,738,1,51,127,137,6,100,572.79204545632,10.725,6143.1946875190315,341.2885937510573,0.19093068181877335
/home/karthikpk/project-workspace/workspace/target-repos/numpy/numpy/lib/tests/test_histograms.py,test_incorrect_methods,481,487,0,3,5,4,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/flask/tests/test_basic.py,test_request_locals,1454,1456,0,3,3,3,0,5,11.60964047443681,1.0,11.60964047443681,0.6449800263576005,0.0038698801581456034
/home/karthikpk/project-workspace/workspace/target-repos/flask/tests/test_blueprints.py,test_add_template_filter,375,385,0,4,10,9,0,11,34.86917501586544,1.75,61.021056277764515,3.3900586820980285,0.011623058338621813
/home/karthikpk/project-workspace/workspace/target-repos/numpy/numpy/_utils/_pep440.py,local,186,187,0,2,2,2,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/requests/tests/test_requests.py,test_HTTP_302_TOO_MANY_REDIRECTS_WITH_PARAMS,249,262,0,3,12,14,0,9,18.0,1.0,18.0,1.0,0.006
